Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
14177,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,macrodactylus,"(Temminck, 1840)",,,,,Myotis macrodactylus subspecies continentalis|Myotis macrodactylus subspecies insularis,Big-footed Myotis,,,LC,,3.1,2008,unknown,N
136697,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,macropus,"(Gould, 1855)",,,,,,Large-footed Myotis,,,LC,,3.1,2008,unknown,N
14178,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,macrotarsus,"(Waterhouse, 1845)",,,,,,"Pallid Large-footed Myotis, Philippine Large-footed Myotis",,,NT,,3.1,2008,decreasing,N
76435251,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,martiniquensis,"LaVal, 1973",,,,,,Schwartz's Myotis,,,NT,,3.1,2016,unknown,N
136784,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,melanorhinus,"Merriam, 1890",,,,,,Dark-nosed Small-footed Myotis,,,LC,,3.1,2008,stable,N
136770,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,moluccarum,"(Thomas, 1915)",,,,,,"Maluku Myotis, Arafura Large-footed Bat",,,LC,,3.1,2008,unknown,N
14181,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,montivagus,"(Dobson, 1874)",,,,,Myotis mystacinus subspecies montivagus|Myotis peytoni  |Vespertilio montivagus  ,"Burmese Whiskered Myotis, Burmese Whiskered Bat, Large Brown Myotis",,,LC,,3.1,2008,unknown,N
14182,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,morrisi,"Hill, 1971",,,,,,Morris's Bat,,,DD,,3.1,2008,unknown,N
14183,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,muricola,"(Gray, 1864)",,,,,Myotis mystacinus subspecies caliginosus|Myotis mystacinus subspecies muricola|Vespertilio blanfordi  |Vespertilio caliginosus  |Vespertilio muricola  |Vespertilio muricola  ,"Nepalese Whiskered Bat, Nepalese Whiskered Myotis, Whiskered Myotis",,,LC,,3.1,2008,stable,N
14133,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,myotis,"(Borkhausen, 1797)",,,,,,"Greater Mouse-eared Bat, Mouse-eared Myotis, Mouse-eared Bat, Large Mouse-eared Bat",Grand murin,Murciélago Ratonero Grande,LC,,3.1,2016,stable,N
14134,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,mystacinus,"(Kuhl, 1817)",,,,,,"Whiskered Myotis, WHISKERED MYOTIS, Whiskered Bat","Murin à moustaches, Murin À Moustaches","Murciélago Ratonero Bigotudo, Murcièlago Ratonero Bigotudo",LC,,3.1,2016,unknown,N
14135,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nattereri,"(Kuhl, 1817)",,,,,Myotis escalerae  ,Natterer's Bat,Murin De Natterer,Murciélago Ratonero Gris,LC,,3.1,2008,stable,N
14184,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nesopolus,"Miller, 1900",,,,,,Curacao Myotis,,,LC,,3.1,2016,unknown,N
14185,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nigricans,"(Schinz, 1821)",,,,,,Black Myotis,,,LC,,3.1,2008,stable,N
136495,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nipalensis,"(Dobson, 1871)",,,,,Myotis kukunoriensis  |Myotis meinertzhageni  |Myotis mystacinus subspecies nipalensis|Myotis mystacinus subspecies partim|Myotis przewalskii  |Myotis sogdianus  |Myotis transcaspicus  |Vespertilio nipalensis  |Vespertilio pallidiventris  ,Nepal Myotis,,,LC,,3.1,2008,unknown,N
76435059,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nyctor,"LaVal & Schwartz, 1974",,,,,Myotis martiniquensis subspecies nyctor,,,,VU,B2ab(iii),3.1,2016,unknown,N
136650,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,occultus,"Hollister, 1909",,,,,,Arizona Myotis,,,LC,,3.1,2008,stable,N
14186,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,oreias,"(Temminck, 1840)",,,,,,"Singaporese Whiskered Myotis, Singapore Whiskered Bat",,,DD,,3.1,2016,unknown,N
14187,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,oxyotus,"(Peters, 1867)",,,,,,Montane Myotis,,,LC,,3.1,2008,unknown,N
14189,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,peninsularis,"Miller, 1898",,,,,,Peninsular Myotis,,,EN,"B1ab(i,iii)",3.1,2016,decreasing,N
14190,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,pequinius,"Thomas, 1908",,,,,,Peking Myotis,,,LC,,3.1,2008,unknown,N
14193,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,pilosus,"(Peters, 1869)",,,,,Myotis pilosus  |Myotis ricketti  ,"Rickett's Big-footed Myotis, Rickett's Big-footed Bat",,,NT,,3.1,2008,decreasing,N
14191,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,planiceps,"Baker, 1955",,,,,,Flat-headed Myotis,,,EN,D,3.1,2016,decreasing,N
14192,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,pruinosus,"Yoshiyuki, 1971",,,,,,"Frosted Myotis, Blackish Whiskered Bat",,,EN,B1ab(iii),3.1,2008,decreasing,N
44864,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,punicus,"Felten, Spitzenberger, and Storch, 1977",,,,,,"Maghreb Mouse-eared Bat, Felten's Myotis, Maghrebian Myotis, Maghrebian Myotis",Murin du Maghreb,Murciélago ratonero del Maghreb,DD,,3.1,2016,unknown,N
14194,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,ridleyi,"Thomas, 1898",,,,,,"Ridley's Myotis, Ridley's Bat",,,NT,,3.1,2008,decreasing,N
14195,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,riparius,"Handley, 1960",,,,,,Riparian Myotis,,,LC,,3.1,2016,stable,N
14196,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,rosseti,"(Oey, 1951)",,,,,,Thick-thumbed Myotis,,,LC,,3.1,2008,unknown,N
14197,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,ruber,"(É. Geoffroy, 1806)",,,,,,Red Myotis,,,NT,,3.1,2008,unknown,N
136411,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,rufopictus,"(Waterhouse, 1845)",,,,,,Orange-fingered Myotis,,,DD,,3.1,2016,unknown,N
14198,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,schaubi,"Kormos, 1934",,,,,Myotis araxenus  |Myotis nattereri subspecies araxenus,Schaub's Myotis,,,DD,,3.1,2016,unknown,N
14199,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,scotti,"Thomas, 1927",,,,,,Scott's Mouse-eared Bat,,,VU,B2ab(iii),3.1,2008,decreasing,N
14201,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,septentrionalis,"(Trouessart, 1897)",,,,,,Northern Myotis,,,LC,,3.1,2008,stable,N
14202,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,sicarius,"Thomas, 1915",,,,,,"Mandelli's Mouse-eared Myotis, Mandelli's Mouse-eared Bat",,,VU,B2ab(iii),3.1,2008,unknown,N
14203,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,siligorensis,"(Horsfield, 1855)",,,,,Vespertilio darjilingensis  |Vespertilio siligorensis  ,"Himalayan Whiskered Bat, Himalayan Whiskered Myotis, Siliguri Bat, Small-toothed Myotis",,,LC,,3.1,2008,unknown,N
14204,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,simus,"Thomas, 1901",,,,,,Velvety Myotis,,,DD,,3.1,2016,unknown,N
14136,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,sodalis,"Miller & Allen, 1928",,,,,,"Indiana Bat, Indiana Myotis, Social Bat",,,NT,,3.1,2016,stable,N
14205,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,stalkeri,"Thomas, 1910",,,,,,"Stalker's Myotis, Kei Myotis",,,DD,,3.1,2008,unknown,N
14206,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,thysanodes,"Miller, 1897",,,,,,Fringed Myotis,,,LC,,3.1,2008,stable,N
14207,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,tricolor,"(Temminck, 1832)",,,,,,"Cape Hairy Bat, Cape Myotis, Temminck's Mouse-eared Bat, Three-coloured bat",,,LC,,3.1,2008,unknown,N
14208,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,velifer,"(J.A. Allen, 1890)",,,,,,Cave Myotis,,,LC,,3.1,2008,stable,N
14209,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,vivesi,"Ménègaux, 1901",,,,,Pizonyx vivesi,"Fish-eating Bat, Fish-eating Myotis",,,VU,A2ae,3.1,2016,decreasing,N
14210,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,volans,"(H. Allen, 1866)",,,,,,Long-legged Myotis,,,LC,,3.1,2008,stable,N
14211,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,welwitschii,"(Gray, 1866)",,,,,,"Welwitch's Bat, Welwitsch's Hairy Bat, Welwitsch's Mouse-eared Bat, Welwitsch's Myotis",,,LC,,3.1,2008,unknown,N
29484,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,yanbarensis,"Maeda & Matsumura, 1998",,,,,,Yanbaru Whiskered Bat,,,CR,"B1ab(ii,iii)",3.1,2008,decreasing,N
14213,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,yumanensis,"(H. Allen, 1864)",,,,,,Yuma Myotis,,,LC,,3.1,2008,stable,N
22701851,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,atrothorax,"(Boddaert, 1783)",,,,,,Black-throated Antbird,,,LC,,3.1,2012,decreasing,N
22701779,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,berlepschi,"(Hartert, 1898)",,,,,Sipia berlepschi |Sipia berlepschi berlepschi,Stub-tailed Antbird,,,LC,,3.1,2012,decreasing,N
22733153,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,castanea,"Zimmer, 1932",,,,,,"Zimmer's Antbird, Northern Chestnut-tailed Antbird",,,LC,,3.1,2012,decreasing,N
22701820,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,disjuncta,"Friedmann, 1945",,,,,,Yapacana Antbird,,,LC,,3.1,2012,unknown,N
22701789,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,exsul,"Sclater, 1859",,,,,,Chestnut-backed Antbird,,,LC,,3.1,2012,decreasing,N
22701792,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,ferruginea,"(Müller, 1776)",,,,,,Ferruginous-backed Antbird,,,LC,,3.1,2012,stable,N
22701841,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,fortis,"(Sclater & Salvin, 1868)",,,,,,Sooty Antbird,,,LC,,3.1,2012,decreasing,N
22701838,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,goeldii,"Snethlage, 1908",,,,,,Goeldi's Antbird,,,LC,,3.1,2012,stable,N
22701847,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,griseiceps,"(Chapman, 1923)",,,,,,"Grey-headed Antbird, Gray-headed Antbird",,,VU,"A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",3.1,2012,decreasing,N
22733838,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,hemimelaena,"Sclater, 1857",,,,,,"Chestnut-tailed Antbird, Southern Chestnut-tailed Antbird",,,LC,,3.1,2012,stable,N
22701832,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,hyperythra,"(Sclater, 1855)",,,,,,Plumbeous Antbird,,,LC,,3.1,2012,stable,N
22701844,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,immaculata,"(Lafresnaye, 1845)",,,,,,Immaculate Antbird,,,LC,,3.1,2012,decreasing,N
22724857,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,laemosticta,"Salvin, 1865",,,,,Myrmeciza laemosticta,Dull-mantled Antbird,,,LC,,3.1,2012,decreasing,N
22701786,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,longipes,"(Swainson, 1825)",,,,,,White-bellied Antbird,,,LC,,3.1,2012,decreasing,N
22701798,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,loricata,"(Lichtenstein, 1823)",,,,,,White-bibbed Antbird,,,LC,,3.1,2012,decreasing,N
22701835,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,melanoceps,"(Spix, 1825)",,,,,,White-shouldered Antbird,,,LC,,3.1,2012,decreasing,N
22701813,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,nigricauda,"Salvin & Godman, 1892",,,,,Sipia nigricauda |Sipia nigricauda nigricauda,Esmeraldas Antbird,,,LC,,3.1,2012,decreasing,N
22724868,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,palliata,"(Todd, 1917)",,,,,Myrmeciza laemosticta,Magdalena Antbird,,,NT,,3.1,2012,decreasing,N
22701823,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,pelzelni,"Sclater, 1890",,,,,,"Grey-bellied Antbird, Gray-bellied Antbird",,,LC,,3.1,2012,stable,N
22701795,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,ruficauda,"(Wied, 1831)",,,,,,Scalloped Antbird,,,EN,"B1ab(i,ii,iii,iv,v);C2a(i)",3.1,2012,decreasing,N
22701801,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmeciza,squamosa,"Pelzeln, 1868",,,,,,Squamate Antbird,,,LC,,3.1,2012,stable,N
14222,ANIMALIA,CHORDATA,MAMMALIA,DASYUROMORPHIA,MYRMECOBIIDAE,Myrmecobius,fasciatus,"Waterhouse, 1836",,,,,,"Numbat, Banded Anteater",Fourmilier Marsupial Rayé,Hormiguero Marsupial,EN,C2a(i),3.1,2016,decreasing,N
22710400,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,aethiops,"Cabanis, 1850",,,,,,"Northern Anteater-chat, Northern Anteater Chat, Ant Chat, Anteater Chat, Northern Anteater-Chat, Northern Ant-eating Chat",Traquet-fourmilier brun du nord,,LC,,3.1,2012,stable,N
22710426,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,albifrons,"(Rüppell, 1837)",,,,,,"White-fronted Black-chat, White-fronted Black-Chat, White-fronted Black Chat",Traquet noir à front blanc,,LC,,3.1,2012,stable,N
22710432,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,arnoti,"(Tristram, 1869)",,,,,Myrmecocichla arnotti arnotti,"White-headed Black-chat, White-headed Black-Chat, Arnot's Chat",Traquet noir d'Arnot,,LC,,3.1,2012,decreasing,N
22710409,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,formicivora,"(Vieillot, 1818)",,,,,,"Southern Anteater-chat, Southern Anteater-Chat, Ant-eating Chat, Southern Ant-eating Chat",Traquet-fourmilier brun du sud,,LC,,3.1,2012,stable,N
22710420,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,melaena,"(Rüppell, 1837)",,,,,,"Rueppell's Chat, Rüppell's Chat, Rüppell's Black Chat",Traquet noir d'Abyssinie,,LC,,3.1,2012,stable,N
22710416,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,nigra,"(Vieillot, 1818)",,,,,,Sooty Chat,Traquet-fourmilier noir,,LC,,3.1,2012,stable,N
22710394,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,MUSCICAPIDAE,Myrmecocichla,tholloni,"(Oustalet, 1886)",,,,,,"Congo Moor-chat, Congo Moor-Chat, Congo Moor Chat",Traquet-fourmilier du Congo,,LC,,3.1,2012,stable,N
14224,ANIMALIA,CHORDATA,MAMMALIA,PILOSA,MYRMECOPHAGIDAE,Myrmecophaga,tridactyla,"Linnaeus, 1758",,,,,,Giant Anteater,"Tamanoir, Grand Fourmilier","Hormiguero Gigante, Oso Caballo, Oso Hormiguero, Oso Palmero",VU,A2c,3.1,2014,decreasing,N
22688248,ANIMALIA,CHORDATA,AVES,CAPRIMULGIFORMES,TROCHILIDAE,Myrmia,micrura,"(Gould, 1854)",,,,,,Short-tailed Woodstar,,,LC,,3.1,2012,stable,N
22701717,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmoborus,leucophrys,"(Tschudi, 1844)",,,,,,White-browed Antbird,,,LC,,3.1,2012,decreasing,N
22701720,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmoborus,lugubris,"(Cabanis, 1847)",,,,,,Ash-breasted Antbird,,,VU,A3c,3.1,2012,decreasing,N
22701726,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmoborus,melanurus,"(Sclater & Salvin, 1866)",,,,,,Black-tailed Antbird,,,VU,A3c,3.1,2012,decreasing,N
22701723,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmoborus,myotherinus,"(Spix, 1825)",,,,,,Black-faced Antbird,,,LC,,3.1,2012,stable,N
22701743,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmochanes,hemileucus,"(Sclater & Salvin, 1866)",,,,,,Black-and-white Antbird,,,LC,,3.1,2012,stable,N
22701546,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmorchilus,strigilatus,"(Wied, 1831)",,,,,,Stripe-backed Antbird,,,LC,,3.1,2012,decreasing,N
22701890,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmornis,torquata,"(Boddaert, 1783)",,,,,,Wing-banded Antbird,,,NT,,3.1,2012,decreasing,N
22703355,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FORMICARIIDAE,Myrmothera,campanisona,"(Hermann, 1783)",,,,,,Thrush-like Antpitta,,,LC,,3.1,2012,decreasing,N
22703358,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,FORMICARIIDAE,Myrmothera,simplex,"(Salvin & Godman, 1884)",,,,,,"Brown-breasted Antpitta, Tepui Antpitta",,,LC,,3.1,2012,stable,N
22701442,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,ambigua,"Zimmer, 1932",,,,,,Yellow-throated Antwren,,,LC,,3.1,2012,stable,N
22701540,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,assimilis,"Pelzeln, 1868",,,,,,Leaden Antwren,,,LC,,3.1,2012,stable,N
22701499,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,axillaris,"(Vieillot, 1817)",,,,,,White-flanked Antwren,,,LC,,3.1,2012,decreasing,N
22701530,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,behni,"Berlepsch & Leverkühn, 1890",,,,,,Plain-winged Antwren,,,LC,,3.1,2012,decreasing,N
22733626,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,brachyura,"(Hermann, 1783)",,,,,,Pygmy Antwren,,,LC,,3.1,2012,stable,N
22701451,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,cherriei,"Berlepsch & Hartert, 1902",,,,,,Cherrie's Antwren,,,LC,,3.1,2012,decreasing,N
22701502,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,fluminensis,"Gonzaga, 1988",,,,,,Rio de Janeiro Antwren,,,CR,"B1ab(i,ii,iii,iv,v);C2a(ii)",3.1,2015,decreasing,N
22701520,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,grisea,"Carriker, 1935",,,,,,"Ashy Antwren, Yungas Antwren",,,LC,,3.1,2015,decreasing,N
22701463,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,gularis,"(Spix, 1825)",,,,,,Star-throated Antwren,,,LC,,3.1,2012,decreasing,N
22701460,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,guttata,"(Vieillot, 1825)",,,,,,Rufous-bellied Antwren,,,LC,,3.1,2012,stable,N
22701466,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,gutturalis,"Sclater & Salvin, 1881",,,,,,Brown-bellied Antwren,,,NT,,3.1,2012,decreasing,N
22701457,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,hauxwelli,"(Sclater, 1857)",,,,,,Plain-throated Antwren,,,LC,,3.1,2012,decreasing,N
22731673,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,ignota,"Griscom, 1929",,,,,,Moustached Antwren,,,LC,,3.1,2012,decreasing,N
22701517,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,iheringi,"Snethlage, 1914",,,,,,Ihering's Antwren,,,LC,,3.1,2012,decreasing,N
22701439,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,klagesi,"Todd, 1927",,,,,,Klages's Antwren,,,NT,,3.1,2012,decreasing,N
22701454,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,longicauda,"Berlepsch & Stolzmann, 1894",,,,,,Stripe-chested Antwren,,,LC,,3.1,2012,decreasing,N
22701511,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,longipennis,"Pelzeln,1868",,,,,,Long-winged Antwren,,,LC,,3.1,2012,stable,N
22701536,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,menetriesii,"(D'Orbigny, 1837)",,,,,,"Grey Antwren, Gray Antwren",,,LC,,3.1,2012,stable,N
22701514,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,minor,"Salvadori, 1864",,,,,,Salvadori's Antwren,,,VU,"A2c+3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",3.1,2012,decreasing,N
22733159,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,multostriata,"P.L. Sclater, 1858",,,,,,"Amazonian Streaked Antwren, Amazonian Streaked-Antwren",,,LC,,3.1,2012,stable,N
22729067,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,pacifica,"Hellmayr, 1911",,,,,,Pacific Antwren,,,LC,,3.1,2012,stable,N
22701505,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,schisticolor,"(Lawrence, 1865)",,,,,,Slaty Antwren,,,LC,,3.1,2012,decreasing,N
22701436,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,sclateri,"Snethlage, 1912",,,,,,Sclater's Antwren,,,LC,,3.1,2012,decreasing,N
22724407,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,snowi,"Teixeira & Gonzaga, 1985",,,,,,Alagoas Antwren,,,CR,"C2a(i,ii); D",3.1,2015,decreasing,N
22701508,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,sunensis,"Chapman, 1925",,,,,,Rio Suno Antwren,,,LC,,3.1,2012,stable,N
22701445,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,surinamensis,"(Gmelin, 1788)",,,,,,"Guianan Streaked Antwren, Guianan Streaked-Antwren",,,VU,A3c,3.1,2012,stable,N
22701524,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,unicolor,"(Ménétries, 1835)",,,,,,"Unicoloured Antwren, Unicolored Antwren",,,NT,,3.1,2012,decreasing,N
22701533,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,THAMNOPHILIDAE,Myrmotherula,urosticta,"(Sclater, 1857)",,,,,,Band-tailed Antwren,,,VU,C2a(i),3.1,2012,decreasing,N
