,VirusGroup,ViralFamily,VirusStatus,ScientificName,Order,NumberOfAccessions
504,PREDICT_MAstV-53,Astroviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
505,PREDICT_MAstV-54,Astroviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
506,PREDICT_MAstV-55,Astroviridae,new,['Hystrix brachyura'],['RODENTIA'],1
507,PREDICT_MAstV-56,Astroviridae,new,['Macaca fascicularis'],['PRIMATES'],1
508,PREDICT_MAstV-57,Astroviridae,new,['Macaca mulatta' 'Macaca fascicularis'],['PRIMATES'],2
509,PREDICT_MAstV-58,Astroviridae,new,['Hipposideros armiger' 'Hipposideros larvatus' 'Rhizomys pruinosus'],['CHIROPTERA' 'RODENTIA'],3
510,PREDICT_MAstV-59,Astroviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
511,PREDICT_MAstV-6,Astroviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
512,PREDICT_MAstV-60,Astroviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
513,PREDICT_MAstV-61,Astroviridae,new,['Taphozous melanopogon' 'Hipposideros armiger'],['CHIROPTERA'],2
514,PREDICT_MAstV-62,Astroviridae,new,['Taphozous melanopogon'],['CHIROPTERA'],1
515,PREDICT_MAstV-63,Astroviridae,new,['Taphozous melanopogon'],['CHIROPTERA'],1
516,PREDICT_MAstV-64,Astroviridae,new,['Taphozous melanopogon'],['CHIROPTERA'],1
517,PREDICT_MAstV-65,Astroviridae,new,['Hipposideros lekaguli' 'Hipposideros larvatus' 'Rhizomys sinensis'],['CHIROPTERA' 'RODENTIA'],3
518,PREDICT_MAstV-66,Astroviridae,new,['Hipposideros lekaguli'],['CHIROPTERA'],1
519,PREDICT_MAstV-67,Astroviridae,new,['Hipposideros larvatus' 'Hipposideros armiger' 'Hipposideros lekaguli'],['CHIROPTERA'],3
520,PREDICT_MAstV-68,Astroviridae,new,['Hipposideros lekaguli'],['CHIROPTERA'],1
521,PREDICT_MAstV-69,Astroviridae,new,['Hipposideros lekaguli'],['CHIROPTERA'],1
522,PREDICT_MAstV-7,Astroviridae,new,['Artibeus lituratus'],['CHIROPTERA'],1
523,PREDICT_MAstV-70,Astroviridae,new,['Hipposideros lekaguli'],['CHIROPTERA'],1
524,PREDICT_MAstV-71,Astroviridae,new,['Taphozous melanopogon' 'Miniopterus magnater'],['CHIROPTERA'],2
525,PREDICT_MAstV-72,Astroviridae,new,['Hipposideros lekaguli'],['CHIROPTERA'],1
526,PREDICT_MAstV-73,Astroviridae,new,['Rhinolophus shameli'],['CHIROPTERA'],1
527,PREDICT_MAstV-74,Astroviridae,new,['Rhinolophus shameli'],['CHIROPTERA'],1
528,PREDICT_MAstV-75,Astroviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
529,PREDICT_MAstV-76,Astroviridae,new,['Myotis horsfieldii'],['CHIROPTERA'],1
530,PREDICT_MAstV-77,Astroviridae,new,['Taphozous melanopogon'],['CHIROPTERA'],1
531,PREDICT_MAstV-78,Astroviridae,new,['Taphozous melanopogon'],['CHIROPTERA'],1
532,PREDICT_MAstV-79,Astroviridae,new,['Miniopterus pusillus'],['CHIROPTERA'],1
533,PREDICT_MAstV-8,Astroviridae,new,['Sturnira lilium'],['CHIROPTERA'],1
534,PREDICT_MAstV-80,Astroviridae,new,['Rhinolophus shameli'],['CHIROPTERA'],1
535,PREDICT_MAstV-81,Astroviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
536,PREDICT_MAstV-82,Astroviridae,new,['Rhinosciurus laticaudatus'],['RODENTIA'],1
537,PREDICT_MAstV-83,Astroviridae,new,['Macaca nemestrina'],['PRIMATES'],1
538,PREDICT_MAstV-84,Astroviridae,new,['Mastomys sp.'],['RODENTIA'],1
539,PREDICT_MAstV-85,Astroviridae,new,['Mastomys sp.'],['RODENTIA'],1
540,PREDICT_MAstV-86,Astroviridae,new,['Mastomys sp.'],['RODENTIA'],1
541,PREDICT_MAstV-87,Astroviridae,new,['Praomys sp.'],['RODENTIA'],1
542,PREDICT_MAstV-88,Astroviridae,new,['Chaerephon pumilus'],['CHIROPTERA'],1
543,PREDICT_MAstV-89,Astroviridae,new,['Chaerephon pumilus'],['CHIROPTERA'],1
544,PREDICT_MAstV-9,Astroviridae,new,['Carollia perspicillata' 'Anoura caudifer'],['CHIROPTERA'],2
545,PREDICT_MAstV-90,Astroviridae,new,['Miniopterus magnater' 'Miniopterus schreibersii'],['CHIROPTERA'],2
546,PREDICT_MAstV-91,Astroviridae,new,['Miniopterus magnater' 'Miniopterus schreibersii'],['CHIROPTERA'],2
547,PREDICT_MAstV-92,Astroviridae,new,['Miniopterus schreibersii'],['CHIROPTERA'],1
548,PREDICT_MAstV-93,Astroviridae,new,['Miniopterus schreibersii'],['CHIROPTERA'],1
549,PREDICT_MAstV-94,Astroviridae,new,['Rhinolophus affinis'],['CHIROPTERA'],1
550,PREDICT_MAstV-95,Astroviridae,new,['Eothenomys cachinus'],['RODENTIA'],1
551,PREDICT_MAstV-96,Astroviridae,new,['Eothenomys cachinus'],['RODENTIA'],1
552,PREDICT_MAstV-97,Astroviridae,new,['Eothenomys cachinus'],['RODENTIA'],1
553,PREDICT_MAstV-98,Astroviridae,new,['Eothenomys cachinus'],['RODENTIA'],1
554,PREDICT_MAstV-99,Astroviridae,new,['Eothenomys cachinus'],['RODENTIA'],1
555,PREDICT_MNV-1,Caliciviridae,new,['Macaca mulatta'],['PRIMATES'],1
556,PREDICT_Orbi-1,Reoviridae,new,['Neoromicia nana'],['CHIROPTERA'],1
557,PREDICT_Orbi-2,Reoviridae,new,['Cephalophus callipygus' 'Philantomba monticola'],['CETARTIODACTYLA'],2
558,PREDICT_Orbi-3,Reoviridae,new,['Potamochoerus porcus'],['CETARTIODACTYLA'],1
559,PREDICT_Orbi-4,Reoviridae,new,['Phataginus tricuspis'],['PHOLIDOTA'],1
560,PREDICT_Orbi-5,Reoviridae,new,['Philantomba monticola'],['CETARTIODACTYLA'],1
561,PREDICT_Orbi-6,Reoviridae,new,['Macaca mulatta'],['PRIMATES'],1
562,PREDICT_PMV-1,Paramyxoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
563,PREDICT_PMV-10,Paramyxoviridae,new,['Pteropus giganteus' 'Pteropus alecto' 'Pteropus lylei'],['CHIROPTERA'],3
564,PREDICT_PMV-100,Paramyxoviridae,new,['Pteropus alecto'],['CHIROPTERA'],1
565,PREDICT_PMV-101,Paramyxoviridae,new,['Crocidura sp.'],['EULIPOTYPHLA'],1
566,PREDICT_PMV-102,Paramyxoviridae,new,['Pteropus alecto'],['CHIROPTERA'],1
567,PREDICT_PMV-103,Paramyxoviridae,new,['Rhinolophus lepidus'],['CHIROPTERA'],1
568,PREDICT_PMV-104,Paramyxoviridae,new,['Megaderma lyra'],['CHIROPTERA'],1
569,PREDICT_PMV-105,Paramyxoviridae,new,['Rhinolophus cf. creaghi'],['CHIROPTERA'],1
570,PREDICT_PMV-106,Paramyxoviridae,new,['Rhinolophus creaghi' 'Rhinolophus cf. creaghi'],['CHIROPTERA'],2
571,PREDICT_PMV-107,Paramyxoviridae,new,['Rhinolophus creaghi' 'Rhinolophus cf. arcuatus'],['CHIROPTERA'],2
572,PREDICT_PMV-108,Paramyxoviridae,new,['Hipposideros diadema'],['CHIROPTERA'],1
573,PREDICT_PMV-109,Paramyxoviridae,new,['Saccolaimus saccolaimus'],['CHIROPTERA'],1
574,PREDICT_PMV-11,Paramyxoviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
575,PREDICT_PMV-110,Paramyxoviridae,new,['Hipposideros cervinus'],['CHIROPTERA'],1
576,PREDICT_PMV-111,Paramyxoviridae,new,['Acerodon celebensis'],['CHIROPTERA'],1
577,PREDICT_PMV-112,Paramyxoviridae,new,['Rousettus amplexicaudatus'],['CHIROPTERA'],1
578,PREDICT_PMV-113,Paramyxoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
579,PREDICT_PMV-114,Paramyxoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
580,PREDICT_PMV-115,Paramyxoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
581,PREDICT_PMV-116,Paramyxoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
582,PREDICT_PMV-117,Paramyxoviridae,new,['Rhinolophus lepidus'],['CHIROPTERA'],1
583,PREDICT_PMV-118,Paramyxoviridae,new,['Pipistrellus kuhlii' 'Rousettus aegyptiacus'],['CHIROPTERA'],2
584,PREDICT_PMV-12,Paramyxoviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
585,PREDICT_PMV-120,Paramyxoviridae,new,['Echinosorex gymnura'],['EULIPOTYPHLA'],1
586,PREDICT_PMV-121,Paramyxoviridae,new,['Pteropus cf. alecto'],['CHIROPTERA'],1
587,PREDICT_PMV-122,Paramyxoviridae,new,['Thoopterus nigrescens'],['CHIROPTERA'],1
588,PREDICT_PMV-123,Paramyxoviridae,new,['Eonycteris spelaea'],['CHIROPTERA'],1
589,PREDICT_PMV-124,Paramyxoviridae,new,['Pteropus cf. alecto' 'Pteropus alecto'],['CHIROPTERA'],2
590,PREDICT_PMV-125,Paramyxoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
591,PREDICT_PMV-126,Paramyxoviridae,new,['Pteropus cf. alecto'],['CHIROPTERA'],1
592,PREDICT_PMV-127,Paramyxoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
593,PREDICT_PMV-128,Paramyxoviridae,new,['Pteropus lylei'],['CHIROPTERA'],1
594,PREDICT_PMV-129,Paramyxoviridae,new,['Rhinolophus sinicus'],['CHIROPTERA'],1
595,PREDICT_PMV-13,Paramyxoviridae,new,"['Myotis horsfieldii' 'Scotophilus sp.' 'Chiroptera'
 'Scotophilus cf. kuhlii' 'Scotophilus kuhlii' 'Myotis muricola']",['CHIROPTERA' nan],6
596,PREDICT_PMV-130,Paramyxoviridae,new,['Myotis fimbriatus'],['CHIROPTERA'],1
597,PREDICT_PMV-131,Paramyxoviridae,new,['Praomys jacksoni'],['RODENTIA'],1
598,PREDICT_PMV-132,Paramyxoviridae,new,['Rattus tanezumi'],['RODENTIA'],1
599,PREDICT_PMV-133,Paramyxoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
600,PREDICT_PMV-134,Paramyxoviridae,new,['Rhinolophus sinicus'],['CHIROPTERA'],1
601,PREDICT_PMV-135,Paramyxoviridae,new,['Aselliscus stoliczkanus'],['CHIROPTERA'],1
602,PREDICT_PMV-136,Paramyxoviridae,new,['Taphozous sp.'],['CHIROPTERA'],1
603,PREDICT_PMV-137,Paramyxoviridae,new,['Rhinolophus trifoliatus'],['CHIROPTERA'],1
604,PREDICT_PMV-138,Paramyxoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
605,PREDICT_PMV-139,Paramyxoviridae,new,['Hipposideros curtus'],['CHIROPTERA'],1
606,PREDICT_PMV-14,Paramyxoviridae,new,['Hipposideros lekaguli'],['CHIROPTERA'],1
607,PREDICT_PMV-140,Paramyxoviridae,new,['Pteropus lylei'],['CHIROPTERA'],1
608,PREDICT_PMV-141,Paramyxoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
609,PREDICT_PMV-142,Paramyxoviridae,new,['Pteropus lylei'],['CHIROPTERA'],1
610,PREDICT_PMV-143,Paramyxoviridae,new,['Arvicanthis niloticus'],['RODENTIA'],1
611,PREDICT_PMV-144,Paramyxoviridae,new,['Crocidura olivieri'],['EULIPOTYPHLA'],1
612,PREDICT_PMV-145,Paramyxoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
613,PREDICT_PMV-146,Paramyxoviridae,new,['Crocidura montis'],['EULIPOTYPHLA'],1
614,PREDICT_PMV-147,Paramyxoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
615,PREDICT_PMV-148,Paramyxoviridae,new,['Praomys misonnei' 'Crocidura goliath' 'Lophuromys nudicaudus'],['RODENTIA' 'EULIPOTYPHLA'],3
616,PREDICT_PMV-149,Paramyxoviridae,new,['Mus musculus'],['RODENTIA'],1
617,PREDICT_PMV-15,Paramyxoviridae,new,['Mops condylurus' 'Chaerephon pumilus' 'Micropteropus pusillus'],['CHIROPTERA'],3
618,PREDICT_PMV-150,Paramyxoviridae,new,['Mastomys natalensis'],['RODENTIA'],1
619,PREDICT_PMV-151,Paramyxoviridae,new,['Callosciurus cf. finlaysonii'],['RODENTIA'],1
620,PREDICT_PMV-152,Paramyxoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
621,PREDICT_PMV-153,Paramyxoviridae,new,['Hylopetes cf. phayrei'],['RODENTIA'],1
622,PREDICT_PMV-154,Paramyxoviridae,new,['Rattus hoffmanni'],['RODENTIA'],1
623,PREDICT_PMV-155,Paramyxoviridae,new,['Chaerephon plicatus'],['CHIROPTERA'],1
624,PREDICT_PMV-156,Paramyxoviridae,new,['Crocidura goliath'],['EULIPOTYPHLA'],1
625,PREDICT_PMV-157,Paramyxoviridae,new,['Miniopterus schreibersii'],['CHIROPTERA'],1
626,PREDICT_PMV-158,Paramyxoviridae,new,['Miniopterus schreibersii'],['CHIROPTERA'],1
627,PREDICT_PMV-159,Paramyxoviridae,new,['Mus cervicolor'],['RODENTIA'],1
628,PREDICT_PMV-16,Paramyxoviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
629,PREDICT_PMV-160,Paramyxoviridae,new,['Lophuromys nudicaudus'],['RODENTIA'],1
630,PREDICT_PMV-161,Paramyxoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
631,PREDICT_PMV-162,Paramyxoviridae,new,['Miniopterus schreibersii'],['CHIROPTERA'],1
632,PREDICT_PMV-163,Paramyxoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
633,PREDICT_PMV-164,Paramyxoviridae,new,['Aselliscus stoliczkanus'],['CHIROPTERA'],1
634,PREDICT_PMV-165,Paramyxoviridae,new,['Myotis laniger'],['CHIROPTERA'],1
635,PREDICT_PMV-166,Paramyxoviridae,new,['Myotis laniger'],['CHIROPTERA'],1
636,PREDICT_PMV-167,Paramyxoviridae,new,['Rattus rattus'],['RODENTIA'],1
637,PREDICT_PMV-168,Paramyxoviridae,new,['Crocidura olivieri'],['EULIPOTYPHLA'],1
638,PREDICT_PMV-169,Paramyxoviridae,new,['Soricidae'],['EULIPOTYPHLA'],1
639,PREDICT_PMV-17,Paramyxoviridae,new,['Hipposideros lekaguli'],['CHIROPTERA'],1
640,PREDICT_PMV-170,Paramyxoviridae,new,['Crocidura olivieri'],['EULIPOTYPHLA'],1
641,PREDICT_PMV-171,Paramyxoviridae,new,['Praomys derooi'],['RODENTIA'],1
642,PREDICT_PMV-172,Paramyxoviridae,new,['Rattus rattus'],['RODENTIA'],1
643,PREDICT_PMV-173,Paramyxoviridae,new,['Mus musculus'],['RODENTIA'],1
644,PREDICT_PMV-174,Paramyxoviridae,new,['Pipistrellus inexspectatus'],['CHIROPTERA'],1
645,PREDICT_PMV-175,Paramyxoviridae,new,['Mops midas'],['CHIROPTERA'],1
646,PREDICT_PMV-176,Paramyxoviridae,new,['Rhinopoma hardwickii'],['CHIROPTERA'],1
647,PREDICT_PMV-177,Paramyxoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
648,PREDICT_PMV-178,Paramyxoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
649,PREDICT_PMV-179,Paramyxoviridae,new,['Rousettus aegyptiacus'],['CHIROPTERA'],1
650,PREDICT_PMV-18,Paramyxoviridae,new,['Coleura afra'],['CHIROPTERA'],1
651,PREDICT_PMV-180,Paramyxoviridae,new,['Lissonycteris angolensis'],['CHIROPTERA'],1
652,PREDICT_PMV-181,Paramyxoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
653,PREDICT_PMV-182,Paramyxoviridae,new,['Miniopterus sp.'],['CHIROPTERA'],1
654,PREDICT_PMV-183,Paramyxoviridae,new,['Hipposideros jonesi'],['CHIROPTERA'],1
655,PREDICT_PMV-184,Paramyxoviridae,new,['Miniopterus sp.'],['CHIROPTERA'],1
656,PREDICT_PMV-185,Paramyxoviridae,new,['Glauconycteris variegata'],['CHIROPTERA'],1
657,PREDICT_PMV-19,Paramyxoviridae,new,['Miniopterus inflatus'],['CHIROPTERA'],1
658,PREDICT_PMV-2,Paramyxoviridae,new,['Pteropus giganteus' 'Pteropus lylei'],['CHIROPTERA'],2
659,PREDICT_PMV-20,Paramyxoviridae,new,"['Rattus norvegicus' 'Rattus exulans' 'Rattus rattus' 'Rattus sp.'
 'Mus musculus' 'Suncus murinus']",['RODENTIA' 'EULIPOTYPHLA'],6
660,PREDICT_PMV-21,Paramyxoviridae,new,['Akodon sp.'],['RODENTIA'],1
661,PREDICT_PMV-22,Paramyxoviridae,new,['Taphozous longimanus'],['CHIROPTERA'],1
662,PREDICT_PMV-23,Paramyxoviridae,new,['Murina cyclotis'],['CHIROPTERA'],1
663,PREDICT_PMV-24,Paramyxoviridae,new,['Hipposideros ruber' 'Chaerephon pumilus'],['CHIROPTERA'],2
664,PREDICT_PMV-25,Paramyxoviridae,new,['Pteropus alecto'],['CHIROPTERA'],1
665,PREDICT_PMV-26,Paramyxoviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
666,PREDICT_PMV-27,Paramyxoviridae,new,['Hipposideros lekaguli'],['CHIROPTERA'],1
667,PREDICT_PMV-28,Paramyxoviridae,new,['Rattus sp.'],['RODENTIA'],1
668,PREDICT_PMV-29,Paramyxoviridae,new,['Myotis ricketti'],['CHIROPTERA'],1
669,PREDICT_PMV-3,Paramyxoviridae,new,['Pteropus giganteus' 'Pteropus lylei'],['CHIROPTERA'],2
670,PREDICT_PMV-30,Paramyxoviridae,new,['Rhinolophus pusillus'],['CHIROPTERA'],1
671,PREDICT_PMV-31,Paramyxoviridae,new,['Mustela sibirica'],['CARNIVORA'],1
672,PREDICT_PMV-32,Paramyxoviridae,new,['Myotis keaysi' 'Myotis oxyotus'],['CHIROPTERA'],2
673,PREDICT_PMV-33,Paramyxoviridae,new,['Phyllostomus hastatus'],['CHIROPTERA'],1
674,PREDICT_PMV-34,Paramyxoviridae,new,['Artibeus phaeotis'],[nan],1
675,PREDICT_PMV-36,Paramyxoviridae,new,['Myotis longipes'],['CHIROPTERA'],1
676,PREDICT_PMV-37,Paramyxoviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
677,PREDICT_PMV-38,Paramyxoviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
678,PREDICT_PMV-39,Paramyxoviridae,new,['Plecotus auritus'],['CHIROPTERA'],1
679,PREDICT_PMV-4,Paramyxoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
680,PREDICT_PMV-40,Paramyxoviridae,new,['Vespertilio sinensis'],['CHIROPTERA'],1
681,PREDICT_PMV-41,Paramyxoviridae,new,['Pipistrellus pipistrellus'],['CHIROPTERA'],1
682,PREDICT_PMV-42,Paramyxoviridae,new,['Rhinolophus affinis'],['CHIROPTERA'],1
683,PREDICT_PMV-43,Paramyxoviridae,new,['Myotis altarium'],['CHIROPTERA'],1
684,PREDICT_PMV-44,Paramyxoviridae,new,['Rhinolophus sinicus'],['CHIROPTERA'],1
685,PREDICT_PMV-45,Paramyxoviridae,new,['Artibeus lituratus'],['CHIROPTERA'],1
686,PREDICT_PMV-46,Paramyxoviridae,new,['Vespertilio sinensis'],['CHIROPTERA'],1
687,PREDICT_PMV-47,Paramyxoviridae,new,['Ia io'],['CHIROPTERA'],1
688,PREDICT_PMV-48,Paramyxoviridae,new,['Hipposideros larvatus' 'Hipposideros larvatus species complex'],['CHIROPTERA'],2
689,PREDICT_PMV-49,Paramyxoviridae,new,['Taphozous melanopogon' 'Taphozous sp.'],['CHIROPTERA'],2
690,PREDICT_PMV-5,Paramyxoviridae,new,['Pteropus giganteus' 'Pteropus lylei'],['CHIROPTERA'],2
691,PREDICT_PMV-50,Paramyxoviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
692,PREDICT_PMV-51,Paramyxoviridae,new,['Miniopterus magnater'],['CHIROPTERA'],1
693,PREDICT_PMV-53,Paramyxoviridae,new,['Miniopterus magnater' 'Rhinolophus coelophyllus'],['CHIROPTERA'],2
694,PREDICT_PMV-54,Paramyxoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
695,PREDICT_PMV-55,Paramyxoviridae,new,['Rattus rattus'],['RODENTIA'],1
696,PREDICT_PMV-56,Paramyxoviridae,new,['Eidolon helvum'],['CHIROPTERA'],1
697,PREDICT_PMV-57,Paramyxoviridae,new,['Triaenops persicus'],['CHIROPTERA'],1
698,PREDICT_PMV-58,Paramyxoviridae,new,['Rattus sp.'],['RODENTIA'],1
699,PREDICT_PMV-59,Paramyxoviridae,new,['Taphozous mauritianus'],['CHIROPTERA'],1
700,PREDICT_PMV-6,Paramyxoviridae,new,['Pteropus giganteus' 'Pteropus lylei'],['CHIROPTERA'],2
701,PREDICT_PMV-60,Paramyxoviridae,new,['Hipposideros caffer'],['CHIROPTERA'],1
702,PREDICT_PMV-61,Paramyxoviridae,new,['Eidolon helvum'],['CHIROPTERA'],1
703,PREDICT_PMV-62,Paramyxoviridae,new,['Dobsonia exoleta'],['CHIROPTERA'],1
704,PREDICT_PMV-63,Paramyxoviridae,new,['Chiroptera' 'Scotophilus kuhlii' 'Myotis sp.'],[nan 'CHIROPTERA'],3
705,PREDICT_PMV-64,Paramyxoviridae,new,['Mastomys natalensis'],['RODENTIA'],1
706,PREDICT_PMV-65,Paramyxoviridae,new,['Rattus sp.'],['RODENTIA'],1
707,PREDICT_PMV-66,Paramyxoviridae,new,['Chiroptera' 'Scotophilus kuhlii'],['CHIROPTERA' nan],2
708,PREDICT_PMV-67,Paramyxoviridae,new,['Chiroptera' 'Scotophilus kuhlii'],[nan 'CHIROPTERA'],2
709,PREDICT_PMV-68,Paramyxoviridae,new,['Hylomyscus stella' 'Malacomys sp.' 'Crocidura sp.'],['RODENTIA' 'EULIPOTYPHLA'],3
710,PREDICT_PMV-69,Paramyxoviridae,new,['Praomys jacksoni'],['RODENTIA'],1
711,PREDICT_PMV-7,Paramyxoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
712,PREDICT_PMV-70,Paramyxoviridae,new,['Crocidura olivieri'],['EULIPOTYPHLA'],1
713,PREDICT_PMV-71,Paramyxoviridae,new,['Rhinolophus clivosus'],['CHIROPTERA'],1
714,PREDICT_PMV-72,Paramyxoviridae,new,['Rhinolophus creaghi' 'Hipposideros cervinus'],['CHIROPTERA'],2
715,PREDICT_PMV-73,Paramyxoviridae,new,['Hipposideros diadema'],['CHIROPTERA'],1
716,PREDICT_PMV-74,Paramyxoviridae,new,['Hipposideros galeritus' 'Hipposideros cervinus'],['CHIROPTERA'],2
717,PREDICT_PMV-75,Paramyxoviridae,new,['Hipposideros galeritus'],['CHIROPTERA'],1
718,PREDICT_PMV-76,Paramyxoviridae,new,['Crocidura olivieri'],['EULIPOTYPHLA'],1
719,PREDICT_PMV-77,Paramyxoviridae,new,['Rodentia' 'Oryzomys sp.'],['RODENTIA'],2
720,PREDICT_PMV-78,Paramyxoviridae,new,['Calomys sp.' 'Oryzomys sp.'],['RODENTIA'],2
721,PREDICT_PMV-79,Paramyxoviridae,new,['Hipposideros sp.' 'Hipposideros ruber'],['CHIROPTERA'],2
722,PREDICT_PMV-8,Paramyxoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
723,PREDICT_PMV-80,Paramyxoviridae,new,['Hipposideros gigas'],['CHIROPTERA'],1
724,PREDICT_PMV-81,Paramyxoviridae,new,['Hipposideros cervinus'],['CHIROPTERA'],1
725,PREDICT_PMV-82,Paramyxoviridae,new,['Hipposideros gigas'],['CHIROPTERA'],1
726,PREDICT_PMV-83,Paramyxoviridae,new,['Suncus murinus'],['EULIPOTYPHLA'],1
727,PREDICT_PMV-84,Paramyxoviridae,new,['Rodentia'],['RODENTIA'],1
728,PREDICT_PMV-85,Paramyxoviridae,new,['Pteropus lylei'],['CHIROPTERA'],1
729,PREDICT_PMV-86,Paramyxoviridae,new,['Rattus losea' 'Rattus exulans'],['RODENTIA'],2
730,PREDICT_PMV-87,Paramyxoviridae,new,['Scotophilus sp.'],['CHIROPTERA'],1
731,PREDICT_PMV-88,Paramyxoviridae,new,['Rhinolophus affinis'],['CHIROPTERA'],1
732,PREDICT_PMV-89,Paramyxoviridae,new,['Rhinolophus sinicus'],['CHIROPTERA'],1
733,PREDICT_PMV-9,Paramyxoviridae,new,['Pteropus giganteus'],['CHIROPTERA'],1
734,PREDICT_PMV-90,Paramyxoviridae,new,['Taphozous melanopogon'],['CHIROPTERA'],1
735,PREDICT_PMV-91,Paramyxoviridae,new,['Crocidura sp.'],['EULIPOTYPHLA'],1
736,PREDICT_PMV-92,Paramyxoviridae,new,['Pteropus alecto'],['CHIROPTERA'],1
737,PREDICT_PMV-93,Paramyxoviridae,new,['Acerodon celebensis'],['CHIROPTERA'],1
738,PREDICT_PMV-94,Paramyxoviridae,new,['Pteropus alecto'],['CHIROPTERA'],1
739,PREDICT_PMV-95,Paramyxoviridae,new,['Acerodon celebensis'],['CHIROPTERA'],1
740,PREDICT_PMV-96,Paramyxoviridae,new,['Rattus sp.'],['RODENTIA'],1
741,PREDICT_PMV-97,Paramyxoviridae,new,['Hipposideros ruber'],['CHIROPTERA'],1
742,PREDICT_PMV-98,Paramyxoviridae,new,['Hipposideros cervinus'],['CHIROPTERA'],1
743,PREDICT_PMV-99,Paramyxoviridae,new,['Hipposideros cervinus'],['CHIROPTERA'],1
744,PREDICT_PapV-1,Papillomaviridae,new,['Macaca mulatta'],['PRIMATES'],1
745,PREDICT_PbV-1,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
746,PREDICT_PbV-10,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
747,PREDICT_PbV-100,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
748,PREDICT_PbV-101,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
749,PREDICT_PbV-102,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
750,PREDICT_PbV-103,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
751,PREDICT_PbV-104,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
752,PREDICT_PbV-105,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
753,PREDICT_PbV-106,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
754,PREDICT_PbV-107,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
755,PREDICT_PbV-108,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
756,PREDICT_PbV-109,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
757,PREDICT_PbV-11,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
758,PREDICT_PbV-110,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
759,PREDICT_PbV-111,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
760,PREDICT_PbV-112,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
761,PREDICT_PbV-113,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
762,PREDICT_PbV-114,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
763,PREDICT_PbV-115,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
764,PREDICT_PbV-116,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
765,PREDICT_PbV-117,Picobirnaviridae,new,['Macaca mulatta'],['PRIMATES'],1
